Gene stable ID,Gene name
YDR272W,GLO2
YOR115C,TRS33
YOL154W,ZPS1
YDR533C,HSP31
YGL239C,
YHR125W,
YOR270C,VPH1
YER084W,
YJR046W,TAH11
YDR526C,
YPR155C,NCA2
YOR058C,ASE1
YKL061W,BLI1
tS(AGA)H,
YDR338C,
snR161,SNR161
YIL165C,
YGR141W,VPS62
YPR103W,PRE2
YIL150C,MCM10
YBL022C,PIM1
YPR204W,
YML133W-B,
YJL213W,
YIL107C,PFK26
YGL211W,NCS6
YLR154C-H,
snR17b,SNR17B
tD(GUC)G1,
YFR052W,RPN12
YDR125C,ECM18
YBR119W,MUD1
YLR327C,TMA10
YDL206W,
tG(GCC)P2,
YMR268C,PRP24
YIL050W,PCL7
YOR285W,RDL1
YOL052C,SPE2
YNR001C,CIT1
YOL081W,IRA2
YPL224C,MMT2
YLR321C,SFH1
YNL180C,RHO5
YCL024W,KCC4
YPL179W,PPQ1
YPR101W,SNT309
YOR144C,ELG1
YMR105C,PGM2
YJR088C,EMC2
YNL182C,IPI3
YJL110C,GZF3
YBR121C-A,
YDR439W,LRS4
YML055W,SPC2
snR46,SNR46
YML057W,CMP2
YER159C,BUR6
YKL173W,SNU114
YNL099C,OCA1
YOR230W,WTM1
YDR158W,HOM2
YBR022W,POA1
YBR019C,GAL10
YJL062W-A,COA3
YDR232W,HEM1
YNL140C,
YBL037W,APL3
YIL117C,PRM5
YCL002C,
YNL152W,INN1
YPL084W,BRO1
YAL003W,EFB1
YGL160W,AIM14
YPR194C,OPT2
tA(AGC)K1,
YHR126C,ANS1
YBR134W,
YNR026C,SEC12
YDR362C,TFC6
YBR182C,SMP1
YLR251W,SYM1
YER146W,LSM5
tK(UUU)O,
YDL182W,LYS20
tM(CAU)P,IMT2
YMR266W,RSN1
YFR027W,ECO1
YMR115W,MGR3
YOR281C,PLP2
YPR032W,SRO7
YMR318C,ADH6
YCR107W,AAD3
YPR099C,
YNL102W,POL1
YPR065W,ROX1
YNL297C,MON2
ETS2-2,ETS2-2
YPL183C,RTT10
YOR264W,DSE3
YML125C,PGA3
YEL047C,
YBR241C,
YOR039W,CKB2
YLR032W,RAD5
YHR084W,STE12
YNL030W,HHF2
YOR084W,LPX1
YLR308W,CDA2
YLR049C,
YOR160W,MTR10
YGR005C,TFG2
YDR243C,PRP28
tK(UUU)G2,
YLR025W,SNF7
YPL009C,RQC2
YOR392W,
YEL054C,RPL12A
YDR150W,NUM1
YLR159C-A,
YGR162W,TIF4631
YKL002W,DID4
YJL139C,YUR1
YEL067C,
YML077W,BET5
snR41,SNR41
YDR186C,SND1
YKR092C,SRP40
YJR129C,EFM3
YBR116C,
YFL026W,STE2
YNL331C,AAD14
YNL137C,NAM9
YKR004C,ECM9
YLR052W,IES3
YDR175C,RSM24
YBL108C-A,PAU9
YIL010W,DOT5
YML088W,UFO1
YLR075W,RPL10
YOL088C,MPD2
YPL257W,
YPR169W,JIP5
YPR139C,
YDR462W,MRPL28
YBR031W,RPL4A
YPL197C,
YGR251W,NOP19
YML020W,
YHR045W,
snR69,SNR69
RME2,RME2
tN(GUU)N1,
tT(CGU)K,TRT2
YDR508C,GNP1
YNL097C,PHO23
YMR180C,CTL1
YER056C-A,RPL34A
YHR219C-A,
YLR279W,
YDL189W,RBS1
YOR341W,RPA190
YPL217C,BMS1
YOR345C,
YCR100C,
YHL002W,HSE1
YJR105W,ADO1
YMR173W-A,
YMR091C,NPL6
YOR206W,NOC2
snR53,SNR53
YGL015C,
YCR052W,RSC6
YNL150W,
YGL156W,AMS1
YBR115C,LYS2
YNL191W,DUG3
YER158W-A,
YCL040W,GLK1
YNL288W,CAF40
YOR019W,
YDR018C,
tV(AAC)K1,
YKL131W,
YLR128W,DCN1
YCL011C,GBP2
YIL146C,ATG32
YAL016W,TPD3
YJL204C,RCY1
YOL119C,MCH4
YLL056C,
YLR217W,
tT(AGU)I2,
YAL037W,
YOR214C,SPR2
YNL306W,MRPS18
YMR244C-A,COA6
YGL087C,MMS2
YOR385W,
YHL031C,GOS1
YFL031C-A,YFL031C-A
YOL085C,
YHR094C,HXT1
YIL156W-B,
YOR114W,
YOL072W,THP1
YIL086C,
YMR191W,SPG5
YIL115W-A,
YDR492W,IZH1
RUF22,RUF22
YNR069C,BSC5
YPL102C,
YLR437C,DIF1
YER011W,TIR1
YLR054C,OSW2
YPL208W,RKM1
YLR466W,YRF1-4
YIL156W-A,
YDR542W,PAU10
YDR523C,SPS1
YDR438W,THI74
YDL094C,
YNL105W,RRT16
YMR139W,RIM11
YBR223W-A,
YJL160C,PIR5
YBR293W,VBA2
YCR031C,RPS14A
YOR082C,
YMR290C,HAS1
YDR387C,CIN10
YDL243C,AAD4
YDL246C,SOR2
snR8,SNR8
YOL144W,NOP8
YML089C,
tL(UAA)K,
YBL055C,YBL055C
tD(GUC)Q,
YNR017W,TIM23
YIR015W,RPR2
tG(GCC)O1,
YOL048C,RRT8
YKL103C,
YBR182C-A,
YMR027W,
YOR237W,HES1
YEL041W,YEF1
YBR225W,
YLL032C,
YOR185C,GSP2
YMR172W,HOT1
YLL050C,COF1
YPL071C,
YOR142W-B,
YCL020W,
YGR038C-A,
YJR027W,
YGR161C-C,
YBL005W-B,
YFL002W-B,
YPL257W-A,
YAR010C,YAR010C
YER138C,
YNL054W-B,
YAR009C,YAR009C
YDR170W-A,
YER137C-A,
YGR027W-A,
YPR158W-A,
YPL257W-B,
YPR158C-D,
YHR214C-B,
YBL100W-A,YBL100W-A
YGR109W-A,
YMR045C,
YMR050C,
YML045W,
YER159C-A,
YDR210W-B,
YOR192C-A,
YHL009W-B,
YDR210C-D,YDR210C-D
YDR316W-B,
YLR410W-B,
YJL113W,
YDR261C-D,
YDR210C-C,YDR210C-C
YDR261C-C,
YDR261W-B,
YDR365W-A,
YER160C,
YGR027W-B,
YDR316W-A,
YDR261W-A,
YIL082W-A,
YDR365W-B,
YPR137C-A,
YOL103W-B,
YLR410W-A,
YJR026W,
YGR038C-B,
YBR012W-B,
YML040W,
YPR137C-B,
YGR161C-D,
YHR214C-C,
YFL002W-A,
YLR157C-A,
YJR028W,
YBR012W-A,
YLR256W-A,
YDR098C-B,
YNL284C-B,
YPR158W-B,
YOR142W-A,
YPL060C-A,
YJL114W,
YOR192C-B,
YBL005W-A,
YOR343W-B,YOR343W-B
YML045W-A,
YMR046C,
YLR035C-A,
YHL009W-A,
YLR227W-A,
YJR029W,
YBL100W-B,YBL100W-B
YDR098C-A,
YNL284C-A,
YMR051C,
YDR210W-A,
YGR161W-A,
YLR157C-B,
YDR034C-D,
YGR109W-B,
YML039W,
YNL054W-A,
YOR343W-A,YOR343W-A
YDR034C-C,
YGR161W-B,
YCL019W,
YLR227W-B,
YOL103W-A,
YPR158C-C,
